"transaction_id","utr_number","user_id","timestamp","amount","sender_vpa","receiver_vpa","merchant_category","location_city","device_id","ip_address","status","failure_reason"
"TXN-C0CF598AD5134BE797","UTR20260817202252765AB267E4","USR00000264","2026-08-17 20:22:52","16986.00","customer264.upi@canara","merchant5@bob","travel","Chennai","dev-3838c5161f02","10.53.3.201","SUCCESS",""
"TXN-C205081B8BE74560AD","UTR202608250219525F394DAA88","USR00000088","2026-08-25 02:19:52","11313.00","customer88.upi@canara","merchant36@kotak","marketplace","Hyderabad","dev-2a5af40bbb24","10.116.225.232","SUCCESS",""
"TXN-55C8D77CBFB0437783","UTR2026082107205210188E295F","USR00000107","2026-08-21 07:20:52","1816.00","customer107.upi@icici","merchant15@icici","gaming","Jaipur","dev-a6508b759e78","10.91.72.249","SUCCESS",""
"TXN-70CE1E056D0048268A","UTR20260812003452E7FC703021","USR00000295","2026-08-12 00:34:52","19672.00","customer295.upi@pnb","merchant26@axis","electronics","Jaipur","dev-7cb44f2be2ca","10.148.44.253","SUCCESS",""
"TXN-8314ABD56D9A4693A8","UTR20260818024952BB6C4C836F","USR00000035","2026-08-18 02:49:52","4257.00","customer35.upi@icici","merchant37@axis","fuel","Jaipur","dev-9a51199b6450","10.43.207.214","SUCCESS",""
"TXN-C5C45AC3291E4976B7","UTR202608221014520AA05B8D21","USR00000159","2026-08-22 10:14:52","17882.00","customer159.upi@pnb","merchant4@sbi","marketplace","Pune","dev-63bf3f58d048","10.219.26.228","SUCCESS",""
"TXN-EC3143C6E8644D38AB","UTR2026082023395243AA731C90","USR00000094","2026-08-20 23:39:52","24528.00","customer94.upi@bob","merchant47@hdfc","healthcare","Pune","dev-0b75ffb5a8ae","10.254.116.16","SUCCESS",""
"TXN-229034160BA349829E","UTR20260824071852457C1B26FB","USR00000230","2026-08-24 07:18:52","15217.00","customer230.upi@bob","merchant45@pnb","education","Indore","dev-77f4a95e6581","10.54.248.151","SUCCESS",""
"TXN-64F980CCE5634F3687","UTR20260820054952F7B30B48E1","USR00000089","2026-08-20 05:49:52","13086.00","customer89.upi@sbi","merchant32@hdfc","grocery","Pune","dev-10472997fe79","10.176.225.2","FAILED","invalid_upi_pin"
"TXN-BF05FC05483E4DE4A4","UTR20260814032452F070D3CDF7","USR00000036","2026-08-14 03:24:52","6397.00","customer36.upi@axis","merchant19@kotak","food_delivery","Kolkata","dev-3976bd02feb0","10.252.74.46","SUCCESS",""
"TXN-D60F45815DE24507BA","UTR20260814042952F6DFF8C44F","USR00000179","2026-08-14 04:29:52","12589.00","customer179.upi@icici","merchant8@kotak","travel","Pune","dev-c7a025141c74","10.76.13.128","SUCCESS",""
"TXN-3D35EBE562114976BD","UTR20260810155352B6A3E9B6C4","USR00000265","2026-08-10 15:53:52","540.00","customer265.upi@sbi","merchant31@hdfc","electronics","Surat","dev-a4ddc107c0fe","10.198.222.195","SUCCESS",""
"TXN-FA23EE9A871340C9B8","UTR202608221304524E283CB4AF","USR00000144","2026-08-22 13:04:52","7938.00","customer144.upi@canara","merchant26@hdfc","electronics","Pune","dev-cc3a5aa510ce","10.109.108.117","SUCCESS",""
"TXN-5388D7532F464215A9","UTR2026081618075217B739E5FD","USR00000287","2026-08-16 18:07:52","1447.00","customer287.upi@pnb","merchant17@axis","food_delivery","Jaipur","dev-4d02f16a1807","10.246.166.54","FAILED","invalid_upi_pin"
"TXN-780FD3855E534AAFA3","UTR20260815051452E3879023BF","USR00000165","2026-08-15 05:14:52","13320.00","customer165.upi@kotak","merchant38@sbi","fashion","Jaipur","dev-13d106354073","10.69.193.5","SUCCESS",""
"TXN-06A99878222F4A1B8F","UTR20260823185152A158E42138","USR00000115","2026-08-23 18:51:52","5178.00","customer115.upi@icici","merchant13@sbi","education","Kolkata","dev-4bf57a2d20dc","10.80.207.29","SUCCESS",""
"TXN-0204E0204746466EB0","UTR20260810130752D1A07059D3","USR00000108","2026-08-10 13:07:52","5924.00","customer108.upi@axis","merchant24@icici","marketplace","Surat","dev-adb06a04ed47","10.198.222.30","SUCCESS",""
"TXN-B102AB94670A4EE19F","UTR202608280412527459C3EF30","USR00000071","2026-08-28 04:12:52","20374.00","customer71.upi@pnb","merchant48@hdfc","fuel","Bengaluru","dev-b9382c79a0cf","10.223.135.185","FAILED","insufficient_balance"
"TXN-1A3919F79B7A415C92","UTR2026081816545209A8776101","USR00000067","2026-08-18 16:54:52","11083.00","customer67.upi@icici","merchant41@icici","grocery","Jaipur","dev-d78b695948a5","10.187.143.37","SUCCESS",""
"TXN-519F604EE36842B199","UTR20260829201252E47C0798D1","USR00000299","2026-08-29 20:12:52","19588.00","customer299.upi@icici","merchant10@sbi","gaming","Bengaluru","dev-a846a7afd7a1","10.159.86.170","FAILED","bank_timeout"
"TXN-F9CCD16285894FD080","UTR202608261939520C8CC661B8","USR00000036","2026-08-26 19:39:52","1220.00","customer36.upi@axis","merchant11@icici","education","Jaipur","dev-3976bd02feb0","10.248.52.247","SUCCESS",""
"TXN-601D06000A104F2285","UTR2026081113085208A948942A","USR00000038","2026-08-11 13:08:52","3357.00","customer38.upi@bob","merchant33@canara","utility","Lucknow","dev-fc52b4e7196e","10.238.246.19","SUCCESS",""
"TXN-2EFDCBF778594E2595","UTR20260826004652107D778DF6","USR00000290","2026-08-26 00:46:52","8541.00","customer290.upi@hdfc","merchant26@pnb","education","Hyderabad","dev-7461699c80e3","10.70.49.123","SUCCESS",""
"TXN-28577CF6C42942479B","UTR2026081301375275BFFFD058","USR00000205","2026-08-13 01:37:52","78.00","customer205.upi@kotak","merchant35@icici","education","Surat","dev-c89d964ed3f5","10.161.50.122","SUCCESS",""
"TXN-03116276B9954DD988","UTR20260821172752A07B7D059E","USR00000126","2026-08-21 17:27:52","18766.00","customer126.upi@bob","merchant42@axis","fuel","Jaipur","dev-61ee876a26f1","10.100.170.106","FAILED","daily_limit_exceeded"
"TXN-F023DACC81EC40EDB9","UTR20260821152152E1854B14EA","USR00000112","2026-08-21 15:21:52","3980.00","customer112.upi@canara","merchant5@sbi","fuel","Kolkata","dev-6a02a54f278c","10.97.191.138","SUCCESS",""
"TXN-079E4BBBB8204B46A4","UTR2026081321245242ECA0F622","USR00000147","2026-08-13 21:24:52","17818.00","customer147.upi@icici","merchant40@canara","gaming","Mumbai","dev-1a102e6f0e85","10.59.162.185","SUCCESS",""
"TXN-483D048F351A4A6DB2","UTR20260819074052AC897EC64C","USR00000093","2026-08-19 07:40:52","18867.00","customer93.upi@kotak","merchant40@canara","marketplace","Jaipur","dev-3aaf95ad888c","10.163.142.216","SUCCESS",""
"TXN-C09E272AFAC342F09E","UTR20260825103852118C819656","USR00000143","2026-08-25 10:38:52","20022.00","customer143.upi@pnb","merchant49@pnb","fashion","Bengaluru","dev-385b707f5640","10.9.242.57","SUCCESS",""
"TXN-25F685C1D0ED4D3890","UTR20260810162652A5A2D4B4DA","USR00000132","2026-08-10 16:26:52","11469.00","customer132.upi@axis","merchant21@hdfc","food_delivery","Pune","dev-417d1164031e","10.11.201.70","SUCCESS",""
"TXN-72CA444018D64F60BF","UTR202608262310525D6F1FBAA4","USR00000295","2026-08-26 23:10:52","13694.00","customer295.upi@pnb","merchant2@canara","utility","Mumbai","dev-5399755af056","10.248.108.248","SUCCESS",""
"TXN-A8FBE28009B149AEA5","UTR20260821220652B7411375DA","USR00000079","2026-08-21 22:06:52","1254.00","customer79.upi@pnb","merchant19@hdfc","food_delivery","Hyderabad","dev-b03bffc3bd7e","10.186.161.143","SUCCESS",""
"TXN-3C71CB92E1E043A592","UTR20260819100452BD24B9134B","USR00000056","2026-08-19 10:04:52","14633.00","customer56.upi@canara","merchant26@pnb","marketplace","Surat","dev-89783940374d","10.198.165.32","SUCCESS",""
"TXN-299DC35446CD456DB8","UTR2026081513335216809045B0","USR00000149","2026-08-15 13:33:52","1876.00","customer149.upi@kotak","merchant17@axis","fashion","Kolkata","dev-502941d7f774","10.213.121.214","SUCCESS",""
"TXN-9DEF968B9C3040CB98","UTR202608221316521E0EEFF14C","USR00000081","2026-08-22 13:16:52","3465.00","customer81.upi@sbi","merchant44@axis","food_delivery","Jaipur","dev-01e5cc3f986a","10.176.209.23","SUCCESS",""
"TXN-833DC32A0316401EA8","UTR20260811202552A58EA0A8AF","USR00000095","2026-08-11 20:25:52","22461.00","customer95.upi@pnb","merchant16@canara","electronics","Indore","dev-8f4e9c258f14","10.16.201.28","SUCCESS",""
"TXN-C01DC04C7E2748D087","UTR20260827173352EC1E2620BF","USR00000245","2026-08-27 17:33:52","4374.00","customer245.upi@kotak","merchant39@hdfc","gaming","Delhi","dev-da12101117bf","10.162.196.59","SUCCESS",""
"TXN-1BE0924BB3A54D6AB9","UTR202608170231522B816FEC39","USR00000235","2026-08-17 02:31:52","9953.00","customer235.upi@icici","merchant44@hdfc","fuel","Lucknow","dev-a05865bd8e11","10.59.33.133","SUCCESS",""
"TXN-70B0A08E17FE4D3C88","UTR20260816000252201F602652","USR00000165","2026-08-16 00:02:52","9017.00","customer165.upi@kotak","merchant10@kotak","electronics","Kolkata","dev-13d106354073","10.227.30.76","SUCCESS",""
"TXN-0767C483E27A4E1685","UTR2026081205395297C7B29273","USR00000286","2026-08-12 05:39:52","17902.00","customer286.upi@bob","merchant24@pnb","subscription","Chennai","dev-b4ada55cc292","10.141.81.112","SUCCESS",""
"TXN-DC9E92707C674ECD9C","UTR20260825025752A0C58F3ACC","USR00000013","2026-08-25 02:57:52","19690.00","customer13.upi@kotak","merchant40@hdfc","electronics","Surat","dev-c1f99e64a468","10.68.139.137","SUCCESS",""
"TXN-A49BB931052A4191A4","UTR20260825200852EF60CABB87","USR00000165","2026-08-25 20:08:52","6662.00","customer165.upi@kotak","merchant39@canara","electronics","Surat","dev-13d106354073","10.69.22.42","SUCCESS",""
"TXN-F1CD6D81DC6644DBB9","UTR20260814182252D819A211D9","USR00000032","2026-08-14 18:22:52","9172.00","customer32.upi@canara","merchant4@axis","fuel","Pune","dev-880525450b54","10.145.37.154","SUCCESS",""
"TXN-0F13F328C12B45BD8F","UTR20260812221052DBCEBB339D","USR00000279","2026-08-12 22:10:52","22586.00","customer279.upi@pnb","merchant44@hdfc","grocery","Pune","dev-d66def0c75b3","10.180.48.161","SUCCESS",""
"TXN-7BC737F4441C4110B4","UTR202608210044522942417774","USR00000178","2026-08-21 00:44:52","9061.00","customer178.upi@hdfc","merchant43@hdfc","fuel","Pune","dev-258a06e35e1d","10.60.121.117","SUCCESS",""
"TXN-3EF91D2409E54950A8","UTR20260816174352A85D393AA1","USR00000168","2026-08-16 17:43:52","7511.00","customer168.upi@canara","merchant49@hdfc","travel","Mumbai","dev-1ff0189fd2fb","10.192.138.17","SUCCESS",""
"TXN-6159BD2D291442BF85","UTR20260813231852B5ADA4A57B","USR00000027","2026-08-13 23:18:52","19649.00","customer27.upi@icici","merchant43@canara","utility","Kolkata","dev-687460881546","10.191.104.128","SUCCESS",""
"TXN-78DF943608924DDAB4","UTR20260813020652893AF2E7D6","USR00000189","2026-08-13 02:06:52","7620.00","customer189.upi@kotak","merchant2@canara","fashion","Hyderabad","dev-ad086dee2b98","10.202.182.203","SUCCESS",""
"TXN-A8594E83986B45A792","UTR20260818212552626EFC2229","USR00000221","2026-08-18 21:25:52","12022.00","customer221.upi@kotak","merchant17@canara","travel","Lucknow","dev-3ee9f5942be5","10.200.85.154","SUCCESS",""
"TXN-5C19AE616CC0454F98","UTR202608160503528255959122","USR00000156","2026-08-16 05:03:52","21739.00","customer156.upi@axis","merchant28@hdfc","subscription","Indore","dev-d209cb10f92e","10.186.207.86","SUCCESS",""
"TXN-77C9AF905343429993","UTR20260828205952DB5A6035CD","USR00000138","2026-08-28 20:59:52","18768.00","customer138.upi@hdfc","merchant32@bob","subscription","Mumbai","dev-6a13279ba870","10.82.112.68","SUCCESS",""
"TXN-D82FE94A7E29486980","UTR20260819001552A70C348CBA","USR00000132","2026-08-19 00:15:52","11626.00","customer132.upi@axis","merchant42@sbi","electronics","Mumbai","dev-417d1164031e","10.4.174.22","SUCCESS",""
"TXN-A2F9850A9C62444195","UTR20260813100552B795442402","USR00000266","2026-08-13 10:05:52","16488.00","customer266.upi@hdfc","merchant22@bob","grocery","Bengaluru","dev-ef6141acdc45","10.220.176.189","SUCCESS",""
"TXN-C0926DC990874447A6","UTR20260829104552C4A15D5639","USR00000197","2026-08-29 10:45:52","3368.00","customer197.upi@kotak","merchant26@hdfc","fuel","Lucknow","dev-e083b2b3be13","10.204.139.120","SUCCESS",""
"TXN-84B2ECA2CAC24B1BB7","UTR2026081018505215DFE4845D","USR00000095","2026-08-10 18:50:52","20703.00","customer95.upi@pnb","merchant28@pnb","healthcare","Pune","dev-39d7bff2e699","10.196.23.185","SUCCESS",""
"TXN-247A1D13ADA0479885","UTR202608120159528D4294F015","USR00000018","2026-08-12 01:59:52","6222.00","customer18.upi@hdfc","merchant13@icici","gaming","Jaipur","dev-186162a14d9f","10.82.156.76","SUCCESS",""
"TXN-5D24E83655C246A8AA","UTR20260822031552A13EFC3848","USR00000089","2026-08-22 03:15:52","21867.00","customer89.upi@sbi","merchant29@kotak","utility","Bengaluru","dev-10472997fe79","10.179.93.89","SUCCESS",""
"TXN-C18B505FCC7947D780","UTR202608280144523B615E18BA","USR00000218","2026-08-28 01:44:52","9001.00","customer218.upi@hdfc","merchant26@icici","healthcare","Pune","dev-50b2dbe628fe","10.130.100.39","SUCCESS",""
"TXN-77BC0858046B43A7A5","UTR2026082211255242381474F0","USR00000220","2026-08-22 11:25:52","15774.00","customer220.upi@axis","merchant43@canara","marketplace","Indore","dev-5606624046d2","10.30.173.203","SUCCESS",""
"TXN-9C1C9E41FBB8407E89","UTR20260815125752370A6B5F41","USR00000064","2026-08-15 12:57:52","24857.00","customer64.upi@canara","merchant2@sbi","fuel","Bengaluru","dev-123feeb5b3af","10.173.211.158","SUCCESS",""
"TXN-EFA0F83CEF8943FD87","UTR20260827002752A34CFF55C5","USR00000104","2026-08-27 00:27:52","2173.00","customer104.upi@canara","merchant47@hdfc","gaming","Kolkata","dev-9fee76f8b433","10.191.72.144","SUCCESS",""
"TXN-719FDFCE7F304A11B8","UTR20260817183952CA6D5CC030","USR00000099","2026-08-17 18:39:52","11967.00","customer99.upi@icici","merchant38@hdfc","travel","Bengaluru","dev-64dbd01f7f3f","10.215.111.61","SUCCESS",""
"TXN-751EC002551D41F7B7","UTR20260810063552BBFD36C9F6","USR00000063","2026-08-10 06:35:52","18174.00","customer63.upi@pnb","merchant46@icici","utility","Surat","dev-5f8415451563","10.241.163.183","SUCCESS",""
"TXN-5A7C0E72240448888B","UTR20260813053352DF81BC1D1B","USR00000060","2026-08-13 05:33:52","22758.00","customer60.upi@axis","merchant7@bob","fuel","Kolkata","dev-8d541d6d700f","10.28.106.176","SUCCESS",""
"TXN-9D92D51A0D0346E095","UTR20260814110752991A8CB3DB","USR00000135","2026-08-14 11:07:52","16780.00","customer135.upi@pnb","merchant22@canara","education","Ahmedabad","dev-cb93d4fa7178","10.79.166.242","SUCCESS",""
"TXN-3817A62BCF574D268C","UTR202608181200523060B47C06","USR00000212","2026-08-18 12:00:52","459.00","customer212.upi@axis","merchant9@pnb","utility","Lucknow","dev-fe6e010ae7c0","10.34.250.180","SUCCESS",""
"TXN-8358038D66F846D7A2","UTR202608131526529F1EFFF889","USR00000076","2026-08-13 15:26:52","18401.00","customer76.upi@axis","merchant49@hdfc","utility","Chennai","dev-cb2354d66811","10.196.156.230","SUCCESS",""
"TXN-B7F6F10CE9394888BB","UTR20260823003952E98DA5EFCC","USR00000164","2026-08-23 00:39:52","15151.00","customer164.upi@axis","merchant26@pnb","electronics","Hyderabad","dev-bc6c79411aa9","10.171.46.174","SUCCESS",""
"TXN-5DBEE472CD3D46CEAE","UTR2026081023375291AF9B6D15","USR00000058","2026-08-10 23:37:52","12354.00","customer58.upi@hdfc","merchant8@axis","healthcare","Jaipur","dev-3b8272e6db36","10.70.157.167","SUCCESS",""
"TXN-E419380E1BD24E2299","UTR202608110308522B7FE44B72","USR00000129","2026-08-11 03:08:52","24193.00","customer129.upi@sbi","merchant38@bob","fuel","Lucknow","dev-cf08a8f73d1c","10.0.206.146","SUCCESS",""
"TXN-A4827BBB288B49E382","UTR20260827001452C68178C1C6","USR00000014","2026-08-27 00:14:52","143.00","customer14.upi@bob","merchant39@icici","healthcare","Delhi","dev-e93282af5af7","10.219.47.124","SUCCESS",""
"TXN-095A1607E9434A9B9A","UTR20260828172652176E0C0C98","USR00000286","2026-08-28 17:26:52","20298.00","customer286.upi@bob","merchant21@sbi","fashion","Bengaluru","dev-b4ada55cc292","10.122.254.185","SUCCESS",""
"TXN-C3217B4BA74B4E61AB","UTR20260823121252503CB0D074","USR00000083","2026-08-23 12:12:52","11481.00","customer83.upi@icici","merchant24@axis","electronics","Chennai","dev-279f94c80b10","10.198.141.38","SUCCESS",""
"TXN-8506FD12034A41F29E","UTR20260824114352F4E6BCC637","USR00000121","2026-08-24 11:43:52","3967.00","customer121.upi@sbi","merchant26@canara","fuel","Lucknow","dev-6589ae1db1dc","10.148.215.243","SUCCESS",""
"TXN-C7DF77B3585E4162A4","UTR202608171513528F04CDAAAD","USR00000207","2026-08-17 15:13:52","3806.00","customer207.upi@pnb","merchant22@hdfc","gaming","Lucknow","dev-10145626035b","10.246.238.249","SUCCESS",""
"TXN-F042376F6A9846ED91","UTR20260825075352EFB9F92951","USR00000083","2026-08-25 07:53:52","6877.00","customer83.upi@icici","merchant33@icici","marketplace","Chennai","dev-279f94c80b10","10.85.54.86","SUCCESS",""
"TXN-387BFEC15BD9432DBE","UTR20260815173952EBABEAD8D3","USR00000232","2026-08-15 17:39:52","19991.00","customer232.upi@canara","merchant45@hdfc","fashion","Bengaluru","dev-4b431c37f2ce","10.128.134.61","FAILED","invalid_upi_pin"
"TXN-6F930119D7F34C53BB","UTR2026081409415239018665E3","USR00000122","2026-08-14 09:41:52","21034.00","customer122.upi@hdfc","merchant17@hdfc","travel","Pune","dev-90be40716655","10.177.6.179","SUCCESS",""
"TXN-6D78E6EB9B0049B485","UTR20260821004952C75EAE4033","USR00000184","2026-08-21 00:49:52","7179.00","customer184.upi@canara","merchant8@axis","gaming","Surat","dev-9394ec0d6321","10.67.184.227","SUCCESS",""
"TXN-3ADA736CCA8D45DE99","UTR20260818141252222758EF06","USR00000007","2026-08-18 14:12:52","10073.00","customer7.upi@pnb","merchant49@icici","marketplace","Jaipur","dev-346a71346e5b","10.126.65.163","SUCCESS",""
"TXN-1C996641DC9B46D69E","UTR2026082507225235A6B8C347","USR00000212","2026-08-25 07:22:52","4930.00","customer212.upi@axis","merchant29@pnb","utility","Chennai","dev-fe6e010ae7c0","10.16.120.93","SUCCESS",""
"TXN-B0E86DA9F40F47CA99","UTR20260823033152E3775D4818","USR00000034","2026-08-23 03:31:52","4419.00","customer34.upi@hdfc","merchant10@canara","utility","Delhi","dev-1747418674bb","10.219.139.192","SUCCESS",""
"TXN-60B7C920A7BC44739E","UTR20260820081152B1718BDAEB","USR00000024","2026-08-20 08:11:52","4542.00","customer24.upi@canara","merchant40@hdfc","utility","Delhi","dev-e349cf6b5c9e","10.202.206.105","SUCCESS",""
"TXN-519FBD43C35B42FCAC","UTR202608241247526959C03A66","USR00000103","2026-08-24 12:47:52","22206.00","customer103.upi@pnb","merchant23@canara","travel","Pune","dev-30afc8284f37","10.38.133.57","SUCCESS",""
"TXN-1D96EE3A9E634ABD83","UTR20260817045552E9F7BF96CB","USR00000044","2026-08-17 04:55:52","7866.00","customer44.upi@axis","merchant4@hdfc","utility","Chennai","dev-2f49c77cc1cd","10.63.184.83","SUCCESS",""
"TXN-B6FB232B94B841B189","UTR2026082714415258CF6DDD52","USR00000172","2026-08-27 14:41:52","5309.00","customer172.upi@axis","merchant27@hdfc","travel","Indore","dev-344ddcfad99a","10.47.49.59","SUCCESS",""
"TXN-D5E6CA418B1F4D28B9","UTR20260826012752AC6439C208","USR00000254","2026-08-26 01:27:52","21981.00","customer254.upi@bob","merchant28@sbi","healthcare","Chennai","dev-5babfa654243","10.82.246.159","SUCCESS",""
"TXN-78E877D2E2E44B41A6","UTR202608130319526A81A9949C","USR00000256","2026-08-13 03:19:52","23383.00","customer256.upi@canara","merchant43@hdfc","electronics","Lucknow","dev-843df7d56e92","10.143.196.241","SUCCESS",""
"TXN-4342AA99BB0B43F0AA","UTR20260818223252A5D22AC5EB","USR00000175","2026-08-18 22:32:52","24316.00","customer175.upi@pnb","merchant22@sbi","healthcare","Ahmedabad","dev-125cc137219b","10.196.203.180","SUCCESS",""
"TXN-F392614F533B49F893","UTR2026081703115262D230A584","USR00000068","2026-08-17 03:11:52","23137.00","customer68.upi@axis","merchant22@hdfc","fashion","Surat","dev-bff20977f102","10.195.191.2","SUCCESS",""
